site_spp_slug,site_slug,commonName,scientificName,spp_slug,spring,summer,fall,winter,season,aou,bnc
turnbull-creek-educational-state-forest-sitta-carolinensis,turnbull-creek-educational-state-forest,White-breasted Nuthatch,Sitta carolinensis,sitta-carolinensis,3,3,3,3,3333,1348,399
turnbull-creek-educational-state-forest-sitta-pusilla,turnbull-creek-educational-state-forest,Brown-headed Nuthatch,Sitta pusilla,sitta-pusilla,5,5,5,5,5555,1350,400
turnbull-creek-educational-state-forest-sphyrapicus-varius,turnbull-creek-educational-state-forest,Yellow-bellied Sapsucker,Sphyrapicus varius,sphyrapicus-varius,4,0,4,4,4044,956,356
turnbull-creek-educational-state-forest-spizella-passerina,turnbull-creek-educational-state-forest,Chipping Sparrow,Spizella passerina,spizella-passerina,4,2,4,5,4245,1705,502
turnbull-creek-educational-state-forest-spizella-pusilla,turnbull-creek-educational-state-forest,Field Sparrow,Spizella pusilla,spizella-pusilla,3,0,3,3,3033,1707,504
turnbull-creek-educational-state-forest-stelgidopteryx-serripennis,turnbull-creek-educational-state-forest,Northern Rough-winged Swallow,Stelgidopteryx serripennis,stelgidopteryx-serripennis,3,3,3,0,3330,1326,385
turnbull-creek-educational-state-forest-strix-varia,turnbull-creek-educational-state-forest,Barred Owl,Strix varia,strix-varia,4,4,4,4,4444,696,338
turnbull-creek-educational-state-forest-sturnus-vulgaris,turnbull-creek-educational-state-forest,European Starling,Sturnus vulgaris,sturnus-vulgaris,5,5,5,5,5555,1509,434
turnbull-creek-educational-state-forest-tachycineta-bicolor,turnbull-creek-educational-state-forest,Tree Swallow,Tachycineta bicolor,tachycineta-bicolor,2,0,2,0,2020,1318,384
turnbull-creek-educational-state-forest-thryothorus-ludovicianus,turnbull-creek-educational-state-forest,Carolina Wren,Thryothorus ludovicianus,thryothorus-ludovicianus,5,5,5,5,5555,1378,402
turnbull-creek-educational-state-forest-toxostoma-rufum,turnbull-creek-educational-state-forest,Brown Thrasher,Toxostoma rufum,toxostoma-rufum,5,5,5,5,5555,1492,425
turnbull-creek-educational-state-forest-tringa-solitaria,turnbull-creek-educational-state-forest,Solitary Sandpiper,Tringa solitaria,tringa-solitaria,3,3,3,0,3330,399,242
turnbull-creek-educational-state-forest-troglodytes-aedon,turnbull-creek-educational-state-forest,House Wren,Troglodytes aedon,troglodytes-aedon,4,0,4,4,4044,1384,405
turnbull-creek-educational-state-forest-troglodytes-hiemalis,turnbull-creek-educational-state-forest,Winter Wren,Troglodytes hiemalis,troglodytes-hiemalis,2,0,4,5,2045,2066,406
turnbull-creek-educational-state-forest-turdus-migratorius,turnbull-creek-educational-state-forest,American Robin,Turdus migratorius,turdus-migratorius,4,2,4,5,4245,1472,421
turnbull-creek-educational-state-forest-tyrannus-tyrannus,turnbull-creek-educational-state-forest,Eastern Kingbird,Tyrannus tyrannus,tyrannus-tyrannus,4,4,2,0,4420,1196,378
turnbull-creek-educational-state-forest-oreothlypis-celata,turnbull-creek-educational-state-forest,Orange-crowned Warbler,Oreothlypis celata,oreothlypis-celata,2,0,2,2,2022,1536,447
turnbull-creek-educational-state-forest-vireo-flavifrons,turnbull-creek-educational-state-forest,Yellow-throated Vireo,Vireo flavifrons,vireo-flavifrons,4,4,3,0,4430,1247,438
turnbull-creek-educational-state-forest-vireo-griseus,turnbull-creek-educational-state-forest,White-eyed Vireo,Vireo griseus,vireo-griseus,5,5,2,3,5523,1233,435
turnbull-creek-educational-state-forest-vireo-olivaceus,turnbull-creek-educational-state-forest,Red-eyed Vireo,Vireo olivaceus,vireo-olivaceus,4,5,4,0,4540,1257,441
turnbull-creek-educational-state-forest-vireo-solitarius,turnbull-creek-educational-state-forest,Blue-headed Vireo,Vireo solitarius,vireo-solitarius,4,0,4,4,4044,1250,437
turnbull-creek-educational-state-forest-setophaga-citrina,turnbull-creek-educational-state-forest,Hooded Warbler,Setophaga citrina,setophaga-citrina,4,5,3,0,4530,1600,481
turnbull-creek-educational-state-forest-zenaida-macroura,turnbull-creek-educational-state-forest,Mourning Dove,Zenaida macroura,zenaida-macroura,5,5,5,5,5555,556,322
turnbull-creek-educational-state-forest-zonotrichia-albicollis,turnbull-creek-educational-state-forest,White-throated Sparrow,Zonotrichia albicollis,zonotrichia-albicollis,4,0,4,5,4045,1726,520
west-branch-wetland-nature-preserve-and-west-branch-greenway-accipiter-cooperii,west-branch-wetland-nature-preserve-and-west-branch-greenway,Cooper's Hawk,Accipiter cooperii,accipiter-cooperii,3,3,2,2,3322,279,201
west-branch-wetland-nature-preserve-and-west-branch-greenway-accipiter-striatus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Sharp-shinned Hawk,Accipiter striatus,accipiter-striatus,3,0,2,3,3023,278,200
west-branch-wetland-nature-preserve-and-west-branch-greenway-agelaius-phoeniceus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Red-winged Blackbird,Agelaius phoeniceus,agelaius-phoeniceus,5,5,5,5,5555,1772,529
west-branch-wetland-nature-preserve-and-west-branch-greenway-aix-sponsa,west-branch-wetland-nature-preserve-and-west-branch-greenway,Wood Duck,Aix sponsa,aix-sponsa,4,4,4,4,4444,31,162
west-branch-wetland-nature-preserve-and-west-branch-greenway-anthus-rubescens,west-branch-wetland-nature-preserve-and-west-branch-greenway,American Pipit,Anthus rubescens,anthus-rubescens,2,0,3,2,2032,1521,427
west-branch-wetland-nature-preserve-and-west-branch-greenway-archilochus-colubris,west-branch-wetland-nature-preserve-and-west-branch-greenway,Ruby-throated Hummingbird,Archilochus colubris,archilochus-colubris,5,5,5,0,5550,864,349
west-branch-wetland-nature-preserve-and-west-branch-greenway-ardea-herodias,west-branch-wetland-nature-preserve-and-west-branch-greenway,Great Blue Heron,Ardea herodias,ardea-herodias,4,4,4,4,4444,224,136
west-branch-wetland-nature-preserve-and-west-branch-greenway-baeolophus-bicolor,west-branch-wetland-nature-preserve-and-west-branch-greenway,Tufted Titmouse,Baeolophus bicolor,baeolophus-bicolor,5,5,5,5,5555,1343,397
west-branch-wetland-nature-preserve-and-west-branch-greenway-bombycilla-cedrorum,west-branch-wetland-nature-preserve-and-west-branch-greenway,Cedar Waxwing,Bombycilla cedrorum,bombycilla-cedrorum,4,0,0,4,4004,1525,429
west-branch-wetland-nature-preserve-and-west-branch-greenway-bubo-virginianus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Great Horned Owl,Bubo virginianus,bubo-virginianus,4,4,4,4,4444,681,335
west-branch-wetland-nature-preserve-and-west-branch-greenway-buteo-jamaicensis,west-branch-wetland-nature-preserve-and-west-branch-greenway,Red-tailed Hawk,Buteo jamaicensis,buteo-jamaicensis,5,5,5,5,5555,305,206
west-branch-wetland-nature-preserve-and-west-branch-greenway-buteo-lineatus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Red-shouldered Hawk,Buteo lineatus,buteo-lineatus,4,4,4,4,4444,296,203
west-branch-wetland-nature-preserve-and-west-branch-greenway-buteo-platypterus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Broad-winged Hawk,Buteo platypterus,buteo-platypterus,2,2,2,0,2220,298,204
west-branch-wetland-nature-preserve-and-west-branch-greenway-butorides-virescens,west-branch-wetland-nature-preserve-and-west-branch-greenway,Green Heron,Butorides virescens,butorides-virescens,4,4,4,0,4440,238,144
west-branch-wetland-nature-preserve-and-west-branch-greenway-cardinalis-cardinalis,west-branch-wetland-nature-preserve-and-west-branch-greenway,Northern Cardinal,Cardinalis cardinalis,cardinalis-cardinalis,5,5,5,5,5555,1755,488
west-branch-wetland-nature-preserve-and-west-branch-greenway-spinus-pinus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Pine Siskin,Spinus pinus,spinus-pinus,3,0,0,3,3003,1860,549
west-branch-wetland-nature-preserve-and-west-branch-greenway-spinus-tristis,west-branch-wetland-nature-preserve-and-west-branch-greenway,American Goldfinch,Spinus tristis,spinus-tristis,5,5,5,5,5555,1868,551
west-branch-wetland-nature-preserve-and-west-branch-greenway-haemorhous-mexicanus,west-branch-wetland-nature-preserve-and-west-branch-greenway,House Finch,Haemorhous mexicanus,haemorhous-mexicanus,4,4,4,5,4445,10371,544
west-branch-wetland-nature-preserve-and-west-branch-greenway-haemorhous-purpureus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Purple Finch,Haemorhous purpureus,haemorhous-purpureus,3,0,1,3,3013,10351,543
west-branch-wetland-nature-preserve-and-west-branch-greenway-cathartes-aura,west-branch-wetland-nature-preserve-and-west-branch-greenway,Turkey Vulture,Cathartes aura,cathartes-aura,5,5,5,5,5555,256,153
west-branch-wetland-nature-preserve-and-west-branch-greenway-catharus-fuscescens,west-branch-wetland-nature-preserve-and-west-branch-greenway,Veery,Catharus fuscescens,catharus-fuscescens,2,0,2,0,2020,1450,415
west-branch-wetland-nature-preserve-and-west-branch-greenway-catharus-guttatus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Hermit Thrush,Catharus guttatus,catharus-guttatus,4,0,4,4,4044,1454,418
west-branch-wetland-nature-preserve-and-west-branch-greenway-catharus-minimus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Gray-cheeked Thrush,Catharus minimus,catharus-minimus,3,0,2,0,3020,1451,416
west-branch-wetland-nature-preserve-and-west-branch-greenway-catharus-ustulatus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Swainson's Thrush,Catharus ustulatus,catharus-ustulatus,2,0,2,0,2020,1453,417
west-branch-wetland-nature-preserve-and-west-branch-greenway-certhia-americana,west-branch-wetland-nature-preserve-and-west-branch-greenway,Brown Creeper,Certhia americana,certhia-americana,2,0,2,2,2022,1351,401
west-branch-wetland-nature-preserve-and-west-branch-greenway-megaceryle-alcyon,west-branch-wetland-nature-preserve-and-west-branch-greenway,Belted Kingfisher,Megaceryle alcyon,megaceryle-alcyon,2,2,2,2,2222,912,353
west-branch-wetland-nature-preserve-and-west-branch-greenway-chaetura-pelagica,west-branch-wetland-nature-preserve-and-west-branch-greenway,Chimney Swift,Chaetura pelagica,chaetura-pelagica,5,5,5,0,5550,741,347
west-branch-wetland-nature-preserve-and-west-branch-greenway-circus-cyaneus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Northern Harrier,Circus cyaneus,circus-cyaneus,3,0,3,3,3033,274,199
west-branch-wetland-nature-preserve-and-west-branch-greenway-coccothraustes-vespertinus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Evening Grosbeak,Coccothraustes vespertinus,coccothraustes-vespertinus,1,0,0,1,1001,1875,552
west-branch-wetland-nature-preserve-and-west-branch-greenway-coccyzus-americanus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Yellow-billed Cuckoo,Coccyzus americanus,coccyzus-americanus,2,4,4,0,2440,644,330
west-branch-wetland-nature-preserve-and-west-branch-greenway-colaptes-auratus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Northern Flicker,Colaptes auratus,colaptes-auratus,4,4,4,4,4444,979,361
west-branch-wetland-nature-preserve-and-west-branch-greenway-columba-livia,west-branch-wetland-nature-preserve-and-west-branch-greenway,Rock Pigeon,Columba livia,columba-livia,3,3,3,3,3333,536,319
west-branch-wetland-nature-preserve-and-west-branch-greenway-contopus-virens,west-branch-wetland-nature-preserve-and-west-branch-greenway,Eastern Wood-Pewee,Contopus virens,contopus-virens,5,5,5,0,5550,1132,365
west-branch-wetland-nature-preserve-and-west-branch-greenway-coragyps-atratus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Black Vulture,Coragyps atratus,coragyps-atratus,4,4,4,4,4444,255,152
west-branch-wetland-nature-preserve-and-west-branch-greenway-corvus-brachyrhynchos,west-branch-wetland-nature-preserve-and-west-branch-greenway,American Crow,Corvus brachyrhynchos,corvus-brachyrhynchos,5,5,5,5,5555,1296,391
west-branch-wetland-nature-preserve-and-west-branch-greenway-corvus-ossifragus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Fish Crow,Corvus ossifragus,corvus-ossifragus,4,4,4,0,4440,1304,392
west-branch-wetland-nature-preserve-and-west-branch-greenway-cyanocitta-cristata,west-branch-wetland-nature-preserve-and-west-branch-greenway,Blue Jay,Cyanocitta cristata,cyanocitta-cristata,5,5,5,5,5555,1270,390
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-caerulescens,west-branch-wetland-nature-preserve-and-west-branch-greenway,Black-throated Blue Warbler,Setophaga caerulescens,setophaga-caerulescens,5,0,5,0,5050,1549,454
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-castanea,west-branch-wetland-nature-preserve-and-west-branch-greenway,Bay-breasted Warbler,Setophaga castanea,setophaga-castanea,1,0,2,0,1020,1568,466
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-coronata,west-branch-wetland-nature-preserve-and-west-branch-greenway,Yellow-rumped Warbler,Setophaga coronata,setophaga-coronata,5,0,5,4,5054,1550,455
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-discolor,west-branch-wetland-nature-preserve-and-west-branch-greenway,Prairie Warbler,Setophaga discolor,setophaga-discolor,4,4,4,0,4440,1565,464
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-dominica,west-branch-wetland-nature-preserve-and-west-branch-greenway,Yellow-throated Warbler,Setophaga dominica,setophaga-dominica,4,2,4,0,4240,1557,461
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-fusca,west-branch-wetland-nature-preserve-and-west-branch-greenway,Blackburnian Warbler,Setophaga fusca,setophaga-fusca,3,0,2,0,3020,1556,460
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-magnolia,west-branch-wetland-nature-preserve-and-west-branch-greenway,Magnolia Warbler,Setophaga magnolia,setophaga-magnolia,2,0,4,0,2040,1547,452
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-palmarum,west-branch-wetland-nature-preserve-and-west-branch-greenway,Palm Warbler,Setophaga palmarum,setophaga-palmarum,4,0,4,2,4042,1567,465
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-pensylvanica,west-branch-wetland-nature-preserve-and-west-branch-greenway,Chestnut-sided Warbler,Setophaga pensylvanica,setophaga-pensylvanica,3,0,2,0,3020,1546,451
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-petechia,west-branch-wetland-nature-preserve-and-west-branch-greenway,Yellow Warbler,Setophaga petechia,setophaga-petechia,4,2,4,0,4240,1545,450
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-pinus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Pine Warbler,Setophaga pinus,setophaga-pinus,5,5,5,5,5555,1563,462
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-striata,west-branch-wetland-nature-preserve-and-west-branch-greenway,Blackpoll Warbler,Setophaga striata,setophaga-striata,5,0,3,0,5030,1569,467
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-tigrina,west-branch-wetland-nature-preserve-and-west-branch-greenway,Cape May Warbler,Setophaga tigrina,setophaga-tigrina,3,0,4,0,3040,1548,453
west-branch-wetland-nature-preserve-and-west-branch-greenway-setophaga-virens,west-branch-wetland-nature-preserve-and-west-branch-greenway,Black-throated Green Warbler,Setophaga virens,setophaga-virens,2,0,4,0,2040,1553,458
west-branch-wetland-nature-preserve-and-west-branch-greenway-dolichonyx-oryzivorus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Bobolink,Dolichonyx oryzivorus,dolichonyx-oryzivorus,2,0,2,0,2020,1771,528
west-branch-wetland-nature-preserve-and-west-branch-greenway-dryocopus-pileatus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Pileated Woodpecker,Dryocopus pileatus,dryocopus-pileatus,2,2,2,2,2222,985,362
west-branch-wetland-nature-preserve-and-west-branch-greenway-dumetella-carolinensis,west-branch-wetland-nature-preserve-and-west-branch-greenway,Gray Catbird,Dumetella carolinensis,dumetella-carolinensis,5,5,5,0,5550,1485,422
west-branch-wetland-nature-preserve-and-west-branch-greenway-empidonax-virescens,west-branch-wetland-nature-preserve-and-west-branch-greenway,Acadian Flycatcher,Empidonax virescens,empidonax-virescens,2,2,2,0,2220,1139,367
west-branch-wetland-nature-preserve-and-west-branch-greenway-euphagus-carolinus,west-branch-wetland-nature-preserve-and-west-branch-greenway,Rusty Blackbird,Euphagus carolinus,euphagus-carolinus,3,0,3,3,3033,1784,533
west-branch-wetland-nature-preserve-and-west-branch-greenway-falco-sparverius,west-branch-wetland-nature-preserve-and-west-branch-greenway,American Kestrel,Falco sparverius,falco-sparverius,2,0,2,2,2022,323,209
west-branch-wetland-nature-preserve-and-west-branch-greenway-geothlypis-trichas,west-branch-wetland-nature-preserve-and-west-branch-greenway,Common Yellowthroat,Geothlypis trichas,geothlypis-trichas,5,5,5,1,5551,1587,480
west-branch-wetland-nature-preserve-and-west-branch-greenway-helmitheros-vermivorum,west-branch-wetland-nature-preserve-and-west-branch-greenway,Worm-eating Warbler,Helmitheros vermivorum,helmitheros-vermivorum,2,0,2,0,2020,1578,472
west-branch-wetland-nature-preserve-and-west-branch-greenway-hirundo-rustica,west-branch-wetland-nature-preserve-and-west-branch-greenway,Barn Swallow,Hirundo rustica,hirundo-rustica,4,4,4,0,4440,1331,389
west-branch-wetland-nature-preserve-and-west-branch-greenway-hylocichla-mustelina,west-branch-wetland-nature-preserve-and-west-branch-greenway,Wood Thrush,Hylocichla mustelina,hylocichla-mustelina,5,5,4,0,5540,1455,420
west-branch-wetland-nature-preserve-and-west-branch-greenway-icteria-virens,west-branch-wetland-nature-preserve-and-west-branch-greenway,Yellow-breasted Chat,Icteria virens,icteria-virens,2,2,2,0,2220,1618,484
